100 2e-06
200 4e-06
300 4e-06
400 4e-06
500 6e-06
600 7e-06
700 8e-06
800 6e-06
900 7e-06
1000 1.1e-05
1100 8e-06
1200 9e-06
1300 8e-06
1400 1e-05
1500 9e-06
1600 1.4e-05
1700 5.2e-05
1800 1e-05
1900 1.2e-05
2000 4.6e-05
2100 1.2e-05
2200 1.2e-05
2300 1.8e-05
2400 1.4e-05
2500 1.4e-05
2600 1.5e-05
2700 1.5e-05
2800 1.5e-05
2900 1.6e-05
3000 1.6e-05
3100 2.4e-05
3200 2.6e-05
3300 1.8e-05
3400 1.8e-05
3500 1.8e-05
3600 1.9e-05
3700 1.9e-05
3800 1.9e-05
3900 2e-05
4000 2.1e-05
4100 2e-05
4200 2.2e-05
4300 2.1e-05
4400 2.1e-05
4500 2.3e-05
4600 2.3e-05
4700 2.4e-05
4800 2.5e-05
4900 2.5e-05
5000 2.6e-05
5100 2.7e-05
5200 2.7e-05
5300 2.6e-05
5400 2.7e-05
5500 2.7e-05
5600 2.8e-05
5700 2.9e-05
5800 2.9e-05
5900 2.9e-05
6000 3e-05
6100 3e-05
6200 2.9e-05
6300 3.1e-05
6400 3.1e-05
6500 3.2e-05
6600 3.2e-05
6700 3.3e-05
6800 3.3e-05
6900 3.3e-05
7000 3.4e-05
7100 3.6e-05
7200 3.5e-05
7300 3.6e-05
7400 3.7e-05
7500 3.7e-05
7600 3.7e-05
7700 3.8e-05
7800 3.8e-05
7900 0.000127
8000 5.9e-05
8100 6.3e-05
8200 3.9e-05
8300 4.1e-05
8400 6.1e-05
8500 4.2e-05
8600 4.1e-05
8700 4.2e-05
8800 4.3e-05
8900 4.5e-05
9000 4.4e-05
9100 4.3e-05
9200 4.4e-05
9300 0.000117
9400 6.8e-05
9500 4.6e-05
9600 4.8e-05
9700 4.7e-05
9800 4.7e-05
9900 0.00012
10000 0.000122
10100 4.8e-05
10200 4.9e-05
10300 4.9e-05
10400 5.1e-05
10500 5e-05
10600 5.1e-05
10700 5.1e-05
10800 5.1e-05
10900 5.1e-05
11000 5.2e-05
11100 5.3e-05
11200 5.5e-05
11300 5.3e-05
11400 5.3e-05
11500 5.4e-05
11600 5.6e-05
11700 5.5e-05
11800 5.6e-05
11900 5.6e-05
12000 7.1e-05
12100 5.7e-05
12200 5.7e-05
12300 5.8e-05
12400 5.8e-05
12500 5.9e-05
12600 5.9e-05
12700 6.2e-05
12800 6.1e-05
12900 6.1e-05
13000 6.1e-05
13100 6.2e-05
13200 6.2e-05
13300 6.3e-05
13400 6.3e-05
13500 6.6e-05
13600 6.5e-05
13700 6.5e-05
13800 6.5e-05
13900 6.6e-05
14000 6.7e-05
14100 6.6e-05
14200 6.7e-05
14300 6.7e-05
14400 6.8e-05
14500 0.000104
14600 0.000105
14700 6.9e-05
14800 0.000108
14900 7e-05
15000 7e-05
15100 7.1e-05
15200 7.1e-05
15300 0.000145
15400 7.2e-05
15500 7.3e-05
15600 7.3e-05
15700 7.9e-05
15800 7.4e-05
15900 7.4e-05
16000 7.8e-05
16100 7.5e-05
16200 7.7e-05
16300 7.7e-05
16400 7.7e-05
16500 7.8e-05
16600 7.8e-05
16700 7.8e-05
16800 0.000151
16900 7.9e-05
17000 7.9e-05
17100 7.9e-05
17200 8e-05
17300 8e-05
17400 0.000125
17500 8.5e-05
17600 8.3e-05
17700 8.3e-05
17800 8.3e-05
17900 8.4e-05
18000 8.6e-05
18100 8.4e-05
18200 8.5e-05
18300 8.5e-05
18400 0.000159
18500 8.7e-05
18600 8.7e-05
18700 8.7e-05
18800 8.7e-05
18900 0.000162
19000 0.000135
19100 9e-05
19200 8.9e-05
19300 9e-05
19400 8.9e-05
19500 9.3e-05
19600 9.1e-05
19700 9.2e-05
19800 9.3e-05
19900 9.3e-05
20000 9.3e-05
20100 9.3e-05
20200 9.4e-05
20300 9.4e-05
20400 0.000146
20500 9.8e-05
20600 0.000169
20700 0.00017
20800 0.000169
20900 9.7e-05
21000 9.7e-05
21100 9.6e-05
21200 9.8e-05
21300 9.9e-05
21400 0.000152
21500 9.9e-05
21600 0.00012
21700 0.000101
21800 0.0001
21900 0.000101
22000 0.000102
22100 0.000101
22200 0.000138
22300 0.000139
22400 0.000126
22500 0.000103
22600 0.000104
22700 0.000105
22800 0.000106
22900 0.000106
23000 0.000106
23100 0.000109
23200 0.000108
23300 0.000109
23400 0.000184
23500 0.000109
23600 0.00011
23700 0.000111
23800 0.00011
23900 0.000127
24000 0.000111
24100 0.000112
24200 0.000204
24300 0.000113
24400 0.000113
24500 0.000114
24600 0.000118
24700 0.000187
24800 0.000187
24900 0.000115
25000 0.000116
25100 0.000116
25200 0.000116
25300 0.000116
25400 0.000118
25500 0.000119
25600 0.000118
25700 0.000119
25800 0.000195
25900 0.000191
26000 0.000126
26100 0.000196
26200 0.000194
26300 0.000123
26400 0.000122
26500 0.000123
26600 0.000123
26700 0.000124
26800 0.000143
26900 0.000125
27000 0.000124
27100 0.000125
27200 0.000126
27300 0.000127
27400 0.000127
27500 0.000137
27600 0.000127
27700 0.000162
27800 0.000129
27900 0.000128
28000 0.000129
28100 0.000205
28200 0.000204
28300 0.0002
28400 0.000131
28500 0.00013
28600 0.000132
28700 0.000132
28800 0.000132
28900 0.000139
29000 0.000133
29100 0.000134
29200 0.000137
29300 0.000135
29400 0.000137
29500 0.000137
29600 0.000136
29700 0.000156
29800 0.000138
29900 0.000137
30000 0.000212
