100 3e-06
200 4e-06
300 2e-06
400 3e-06
500 2e-06
600 4e-06
700 2e-06
800 3e-06
900 3e-06
1000 2e-06
1100 3e-06
1200 2e-06
1300 3e-06
1400 2e-06
1500 2e-06
1600 3e-06
1700 3e-06
1800 3e-06
1900 2e-06
2000 2e-06
2100 3e-06
2200 3e-06
2300 3e-06
2400 3e-06
2500 2e-06
2600 3e-06
2700 3e-06
2800 4e-06
2900 3e-06
3000 3e-06
3100 3e-06
3200 2e-06
3300 2e-06
3400 2e-06
3500 4e-06
3600 3e-06
3700 3e-06
3800 3e-06
3900 3e-06
4000 2e-06
4100 3e-06
4200 4e-06
4300 4e-06
4400 4e-06
4500 3e-06
4600 3e-06
4700 3e-06
4800 2e-06
4900 3e-06
5000 4e-06
5100 4e-06
5200 2e-06
5300 4e-06
5400 1.7e-05
5500 4e-06
5600 4e-06
5700 3e-06
5800 2e-06
5900 2e-06
6000 2e-06
6100 2e-06
6200 2e-06
6300 4e-06
6400 4e-06
6500 3e-06
6600 2e-06
6700 3e-06
6800 2e-06
6900 4e-06
7000 2e-06
7100 2e-06
7200 4e-06
7300 3e-06
7400 4e-06
7500 3e-06
7600 3e-06
7700 3e-06
7800 2e-06
7900 2e-06
8000 2e-06
8100 4e-06
8200 4e-06
8300 4e-06
8400 2e-06
8500 2e-06
8600 3e-06
8700 2e-06
8800 3e-06
8900 2e-06
9000 2e-06
9100 3e-06
9200 3e-06
9300 5e-06
9400 2e-06
9500 3e-06
9600 3e-06
9700 2e-06
9800 5e-06
9900 2e-06
10000 3e-06
10100 3e-06
10200 3e-06
10300 3e-06
10400 3e-06
10500 2e-06
10600 3e-06
10700 2e-06
10800 3e-06
10900 4e-06
11000 2e-06
11100 2e-06
11200 2e-06
11300 4e-06
11400 2e-06
11500 3e-06
11600 4e-06
11700 2e-06
11800 4e-06
11900 2e-06
12000 2e-06
12100 3e-06
12200 2e-06
12300 4e-06
12400 1e-06
12500 2e-06
12600 2e-06
12700 2e-06
12800 4e-06
12900 2e-06
13000 3e-06
13100 3e-06
13200 4e-06
13300 4e-06
13400 2e-06
13500 1e-06
13600 4e-06
13700 2e-06
13800 3e-06
13900 2e-06
14000 5e-06
14100 4e-06
14200 3e-06
14300 3e-06
14400 2e-06
14500 3e-06
14600 2e-06
14700 3e-06
14800 3e-06
14900 3e-06
15000 3e-06
15100 2e-06
15200 3e-06
15300 4e-06
15400 4e-06
15500 4e-06
15600 2e-06
15700 3e-06
15800 3e-06
15900 3e-06
16000 2e-06
16100 2e-06
